Areaname,Land Area
Massac_Illinois_UnitedStates,237.22
Menard_Illinois_UnitedStates,314.44
Mercer_Illinois_UnitedStates,561.2
Monroe_Illinois_UnitedStates,385.01
Montgomery_Illinois_UnitedStates,703.69
Morgan_Illinois_UnitedStates,568.79
Moultrie_Illinois_UnitedStates,335.94
Ogle_Illinois_UnitedStates,758.57
Peoria_Illinois_UnitedStates,619.21
Perry_Illinois_UnitedStates,441.76
Piatt_Illinois_UnitedStates,439.2
Pike_Illinois_UnitedStates,831.38
Pope_Illinois_UnitedStates,368.77
Pulaski_Illinois_UnitedStates,199.19
Putnam_Illinois_UnitedStates,160.16
Randolph_Illinois_UnitedStates,575.5
Richland_Illinois_UnitedStates,359.99
Rock Island_Illinois_UnitedStates,427.64
St. Clair_Illinois_UnitedStates,657.76
Saline_Illinois_UnitedStates,379.82
Sangamon_Illinois_UnitedStates,868.3
Schuyler_Illinois_UnitedStates,437.27
Scott_Illinois_UnitedStates,250.91
Shelby_Illinois_UnitedStates,758.52
Stark_Illinois_UnitedStates,288.08
Stephenson_Illinois_UnitedStates,564.52
Tazewell_Illinois_UnitedStates,648.97
Union_Illinois_UnitedStates,413.46
Vermilion_Illinois_UnitedStates,898.37
Wabash_Illinois_UnitedStates,223.25
Warren_Illinois_UnitedStates,542.41
Washington_Illinois_UnitedStates,562.57
Wayne_Illinois_UnitedStates,713.81
White_Illinois_UnitedStates,494.77
Whiteside_Illinois_UnitedStates,684.25
Will_Illinois_UnitedStates,836.91
Williamson_Illinois_UnitedStates,420.15
Winnebago_Illinois_UnitedStates,513.36
Woodford_Illinois_UnitedStates,527.8
Adams_Indiana_UnitedStates,339.03
Allen_Indiana_UnitedStates,657.31
Bartholomew_Indiana_UnitedStates,406.91
Benton_Indiana_UnitedStates,406.42
Blackford_Indiana_UnitedStates,165.08
Boone_Indiana_UnitedStates,422.91
Brown_Indiana_UnitedStates,311.98
Carroll_Indiana_UnitedStates,372.22
Cass_Indiana_UnitedStates,412.16
Clark_Indiana_UnitedStates,372.86
Clay_Indiana_UnitedStates,357.54
Clinton_Indiana_UnitedStates,405.07
Crawford_Indiana_UnitedStates,305.64
Daviess_Indiana_UnitedStates,429.49
Dearborn_Indiana_UnitedStates,305.03
Decatur_Indiana_UnitedStates,372.57
DeKalb_Indiana_UnitedStates,362.82
Delaware_Indiana_UnitedStates,392.12
Dubois_Indiana_UnitedStates,427.27
Elkhart_Indiana_UnitedStates,463.17
Fayette_Indiana_UnitedStates,215.01
Floyd_Indiana_UnitedStates,147.94
Fountain_Indiana_UnitedStates,395.66
Franklin_Indiana_UnitedStates,384.43
Fulton_Indiana_UnitedStates,368.39
Gibson_Indiana_UnitedStates,487.49
Grant_Indiana_UnitedStates,414.07
Greene_Indiana_UnitedStates,542.5
Hamilton_Indiana_UnitedStates,394.27
Hancock_Indiana_UnitedStates,306.02
Harrison_Indiana_UnitedStates,484.52
Hendricks_Indiana_UnitedStates,406.91
Henry_Indiana_UnitedStates,391.88
Howard_Indiana_UnitedStates,293.06
Huntington_Indiana_UnitedStates,382.65
Jackson_Indiana_UnitedStates,509.31
Jasper_Indiana_UnitedStates,559.63
Jay_Indiana_UnitedStates,383.91
Jefferson_Indiana_UnitedStates,360.63
Jennings_Indiana_UnitedStates,376.58
Johnson_Indiana_UnitedStates,320.43
Knox_Indiana_UnitedStates,516.03
Kosciusko_Indiana_UnitedStates,531.38
LaGrange_Indiana_UnitedStates,379.62
Lake_Indiana_UnitedStates,498.96
LaPorte_Indiana_UnitedStates,598.3
Lawrence_Indiana_UnitedStates,449.17
Madison_Indiana_UnitedStates,451.92
Marion_Indiana_UnitedStates,396.3
Marshall_Indiana_UnitedStates,443.63
Martin_Indiana_UnitedStates,335.74
Miami_Indiana_UnitedStates,373.84
Monroe_Indiana_UnitedStates,394.51
Montgomery_Indiana_UnitedStates,504.61
Morgan_Indiana_UnitedStates,403.97
Newton_Indiana_UnitedStates,401.76
Noble_Indiana_UnitedStates,410.84
Ohio_Indiana_UnitedStates,86.14
Orange_Indiana_UnitedStates,398.39
Owen_Indiana_UnitedStates,385.29
Parke_Indiana_UnitedStates,444.66
Perry_Indiana_UnitedStates,381.73
Pike_Indiana_UnitedStates,334.24
Porter_Indiana_UnitedStates,418.15
Posey_Indiana_UnitedStates,409.57
Pulaski_Indiana_UnitedStates,433.65
Putnam_Indiana_UnitedStates,480.53
Randolph_Indiana_UnitedStates,452.38
Ripley_Indiana_UnitedStates,446.43
Rush_Indiana_UnitedStates,408.12
St. Joseph_Indiana_UnitedStates,457.85
Scott_Indiana_UnitedStates,190.4
Shelby_Indiana_UnitedStates,411.15
Spencer_Indiana_UnitedStates,396.74
Starke_Indiana_UnitedStates,309.13
Steuben_Indiana_UnitedStates,308.94
Sullivan_Indiana_UnitedStates,447.14
Switzerland_Indiana_UnitedStates,220.63
Tippecanoe_Indiana_UnitedStates,499.81
Tipton_Indiana_UnitedStates,260.54
Union_Indiana_UnitedStates,161.22
Vanderburgh_Indiana_UnitedStates,233.48
Vermillion_Indiana_UnitedStates,256.88
Vigo_Indiana_UnitedStates,403.31
Wabash_Indiana_UnitedStates,412.43
Warren_Indiana_UnitedStates,364.68
Warrick_Indiana_UnitedStates,384.82
Washington_Indiana_UnitedStates,513.73
Wayne_Indiana_UnitedStates,401.74
Wells_Indiana_UnitedStates,368.09
White_Indiana_UnitedStates,505.13
Whitley_Indiana_UnitedStates,335.57
Adair_Iowa_UnitedStates,569.27
Adams_Iowa_UnitedStates,423.44
Allamakee_Iowa_UnitedStates,639.08
Appanoose_Iowa_UnitedStates,497.29
Audubon_Iowa_UnitedStates,442.96
Benton_Iowa_UnitedStates,716.27
Black Hawk_Iowa_UnitedStates,565.77
Boone_Iowa_UnitedStates,571.57
Bremer_Iowa_UnitedStates,435.48
Buchanan_Iowa_UnitedStates,571.02
Buena Vista_Iowa_UnitedStates,574.92
Butler_Iowa_UnitedStates,580.13
Calhoun_Iowa_UnitedStates,569.97
Carroll_Iowa_UnitedStates,569.44
Cass_Iowa_UnitedStates,564.27
Cedar_Iowa_UnitedStates,579.44
Cerro Gordo_Iowa_UnitedStates,568.31
Cherokee_Iowa_UnitedStates,576.91
Chickasaw_Iowa_UnitedStates,504.38
Clarke_Iowa_UnitedStates,431.17
Clay_Iowa_UnitedStates,567.24
Clayton_Iowa_UnitedStates,778.54
Clinton_Iowa_UnitedStates,694.92
Crawford_Iowa_UnitedStates,714.19
Dallas_Iowa_UnitedStates,588.45
Davis_Iowa_UnitedStates,502.19
Decatur_Iowa_UnitedStates,531.88
Delaware_Iowa_UnitedStates,577.76
Des Moines_Iowa_UnitedStates,416.12
Dickinson_Iowa_UnitedStates,380.61
Dubuque_Iowa_UnitedStates,608.31
Emmet_Iowa_UnitedStates,395.88
Fayette_Iowa_UnitedStates,730.81
Floyd_Iowa_UnitedStates,500.63
Franklin_Iowa_UnitedStates,581.97
Fremont_Iowa_UnitedStates,511.15
Greene_Iowa_UnitedStates,569.57
Grundy_Iowa_UnitedStates,501.86
Guthrie_Iowa_UnitedStates,590.62
Hamilton_Iowa_UnitedStates,576.75
Hancock_Iowa_UnitedStates,571.01
Hardin_Iowa_UnitedStates,569.31
Harrison_Iowa_UnitedStates,696.85
Henry_Iowa_UnitedStates,434.33
Howard_Iowa_UnitedStates,473.25
Humboldt_Iowa_UnitedStates,434.35
Ida_Iowa_UnitedStates,431.51
Iowa_Iowa_UnitedStates,586.46
Jackson_Iowa_UnitedStates,636.04
Jasper_Iowa_UnitedStates,730.42
Jefferson_Iowa_UnitedStates,435.51
Johnson_Iowa_UnitedStates,614.04
Jones_Iowa_UnitedStates,575.62
Keokuk_Iowa_UnitedStates,579.18
Kossuth_Iowa_UnitedStates,972.72
Lee_Iowa_UnitedStates,517.52
Linn_Iowa_UnitedStates,716.88
Louisa_Iowa_UnitedStates,401.77
Lucas_Iowa_UnitedStates,430.59
Lyon_Iowa_UnitedStates,587.65
Madison_Iowa_UnitedStates,561.01
Mahaska_Iowa_UnitedStates,570.86
Marion_Iowa_UnitedStates,554.53
Marshall_Iowa_UnitedStates,572.5
Mills_Iowa_UnitedStates,437.44
Mitchell_Iowa_UnitedStates,469.13
Monona_Iowa_UnitedStates,694.07
Monroe_Iowa_UnitedStates,433.72
Montgomery_Iowa_UnitedStates,424.1
Muscatine_Iowa_UnitedStates,437.47
O'Brien_Iowa_UnitedStates,573.04
Osceola_Iowa_UnitedStates,398.68
Page_Iowa_UnitedStates,534.94
Palo Alto_Iowa_UnitedStates,563.84
Plymouth_Iowa_UnitedStates,862.89
Pocahontas_Iowa_UnitedStates,577.24
Polk_Iowa_UnitedStates,573.8
Pottawattamie_Iowa_UnitedStates,950.28
Poweshiek_Iowa_UnitedStates,584.93
Ringgold_Iowa_UnitedStates,535.5
Sac_Iowa_UnitedStates,575.01
Scott_Iowa_UnitedStates,458.09
Shelby_Iowa_UnitedStates,590.78
Sioux_Iowa_UnitedStates,768.33
Story_Iowa_UnitedStates,572.82
Tama_Iowa_UnitedStates,721.01
Taylor_Iowa_UnitedStates,531.9
Union_Iowa_UnitedStates,423.65
Van Buren_Iowa_UnitedStates,484.79
Wapello_Iowa_UnitedStates,431.83
Warren_Iowa_UnitedStates,569.83
Washington_Iowa_UnitedStates,568.84
Wayne_Iowa_UnitedStates,525.44
Webster_Iowa_UnitedStates,715.62
Winnebago_Iowa_UnitedStates,400.49
Winneshiek_Iowa_UnitedStates,689.87
Woodbury_Iowa_UnitedStates,872.83
Worth_Iowa_UnitedStates,400.12
Wright_Iowa_UnitedStates,580.42
Allen_Kansas_UnitedStates,500.3
Anderson_Kansas_UnitedStates,579.65
Atchison_Kansas_UnitedStates,431.17
Barber_Kansas_UnitedStates,1134.07
Barton_Kansas_UnitedStates,895.4
Bourbon_Kansas_UnitedStates,635.47
Brown_Kansas_UnitedStates,570.87
Butler_Kansas_UnitedStates,1429.86
Chase_Kansas_UnitedStates,773.06
Chautauqua_Kansas_UnitedStates,638.88
Cherokee_Kansas_UnitedStates,587.57
Cheyenne_Kansas_UnitedStates,1019.89
Clark_Kansas_UnitedStates,974.63
Clay_Kansas_UnitedStates,645.3
Cloud_Kansas_UnitedStates,715.34
Coffey_Kansas_UnitedStates,626.95
Comanche_Kansas_UnitedStates,788.3
Cowley_Kansas_UnitedStates,1125.75
Crawford_Kansas_UnitedStates,589.76
Decatur_Kansas_UnitedStates,893.52
Dickinson_Kansas_UnitedStates,847.07
Doniphan_Kansas_UnitedStates,393.41
Douglas_Kansas_UnitedStates,455.87
Edwards_Kansas_UnitedStates,621.89
Elk_Kansas_UnitedStates,644.27
Ellis_Kansas_UnitedStates,899.91
Ellsworth_Kansas_UnitedStates,715.85
Finney_Kansas_UnitedStates,1301.97
Ford_Kansas_UnitedStates,1098.27
Franklin_Kansas_UnitedStates,571.76
Geary_Kansas_UnitedStates,384.62
Gove_Kansas_UnitedStates,1071.67
Graham_Kansas_UnitedStates,898.52
Grant_Kansas_UnitedStates,574.8
Gray_Kansas_UnitedStates,868.87
Greeley_Kansas_UnitedStates,778.45
Greenwood_Kansas_UnitedStates,1143.3
Hamilton_Kansas_UnitedStates,996.51
Harper_Kansas_UnitedStates,801.27
Harvey_Kansas_UnitedStates,539.75
Haskell_Kansas_UnitedStates,577.52
Hodgeman_Kansas_UnitedStates,859.99
Jackson_Kansas_UnitedStates,656.22
Jefferson_Kansas_UnitedStates,532.57
Jewell_Kansas_UnitedStates,909.78
Johnson_Kansas_UnitedStates,473.38
Kearny_Kansas_UnitedStates,870.54
Kingman_Kansas_UnitedStates,863.36
Kiowa_Kansas_UnitedStates,722.64
Labette_Kansas_UnitedStates,645.3
Lane_Kansas_UnitedStates,717.46
Leavenworth_Kansas_UnitedStates,462.83
Lincoln_Kansas_UnitedStates,719.4
Linn_Kansas_UnitedStates,594.06
Logan_Kansas_UnitedStates,1072.99
Lyon_Kansas_UnitedStates,847.47
McPherson_Kansas_UnitedStates,898.27
Marion_Kansas_UnitedStates,944.29
Marshall_Kansas_UnitedStates,900.18
Meade_Kansas_UnitedStates,978.09
Miami_Kansas_UnitedStates,575.66
Mitchell_Kansas_UnitedStates,701.79
Montgomery_Kansas_UnitedStates,643.53
Morris_Kansas_UnitedStates,695.28
Morton_Kansas_UnitedStates,729.73
Nemaha_Kansas_UnitedStates,717.43
Neosho_Kansas_UnitedStates,571.47
Ness_Kansas_UnitedStates,1074.75
Norton_Kansas_UnitedStates,878.13
Osage_Kansas_UnitedStates,705.52
Osborne_Kansas_UnitedStates,892.5
Ottawa_Kansas_UnitedStates,720.73
Pawnee_Kansas_UnitedStates,754.26
Phillips_Kansas_UnitedStates,885.88
Pottawatomie_Kansas_UnitedStates,841.02
Pratt_Kansas_UnitedStates,735.05
Rawlins_Kansas_UnitedStates,1069.42
Reno_Kansas_UnitedStates,1255.35
Republic_Kansas_UnitedStates,717.37
Rice_Kansas_UnitedStates,726.24
Riley_Kansas_UnitedStates,609.77
Rooks_Kansas_UnitedStates,890.53
Rush_Kansas_UnitedStates,717.76
Russell_Kansas_UnitedStates,886.26
Saline_Kansas_UnitedStates,720.23
Scott_Kansas_UnitedStates,717.54
Sedgwick_Kansas_UnitedStates,997.51
Seward_Kansas_UnitedStates,639.5
Shawnee_Kansas_UnitedStates,544.02
Sheridan_Kansas_UnitedStates,895.96
Sherman_Kansas_UnitedStates,1056.07
Smith_Kansas_UnitedStates,895.47
Stafford_Kansas_UnitedStates,792.05
Stanton_Kansas_UnitedStates,680.35
Stevens_Kansas_UnitedStates,727.29
Sumner_Kansas_UnitedStates,1181.94
Thomas_Kansas_UnitedStates,1074.69
Trego_Kansas_UnitedStates,889.48
Wabaunsee_Kansas_UnitedStates,794.3
Wallace_Kansas_UnitedStates,913.65
Washington_Kansas_UnitedStates,894.76
Wichita_Kansas_UnitedStates,718.57
Wilson_Kansas_UnitedStates,570.42
Woodson_Kansas_UnitedStates,497.82
Wyandotte_Kansas_UnitedStates,151.6
Adair_Kentucky_UnitedStates,405.28
Allen_Kentucky_UnitedStates,344.34
Anderson_Kentucky_UnitedStates,201.83
Ballard_Kentucky_UnitedStates,246.66
Barren_Kentucky_UnitedStates,487.54
Bath_Kentucky_UnitedStates,278.79
Bell_Kentucky_UnitedStates,359.0
Boone_Kentucky_UnitedStates,246.36
Bourbon_Kentucky_UnitedStates,289.72
Boyd_Kentucky_UnitedStates,159.86
Boyle_Kentucky_UnitedStates,180.17
Bracken_Kentucky_UnitedStates,205.61
Breathitt_Kentucky_UnitedStates,492.41
Breckinridge_Kentucky_UnitedStates,567.17
Bullitt_Kentucky_UnitedStates,297.02
Butler_Kentucky_UnitedStates,426.09
Caldwell_Kentucky_UnitedStates,344.79
Calloway_Kentucky_UnitedStates,385.02
Campbell_Kentucky_UnitedStates,151.31
Carlisle_Kentucky_UnitedStates,189.43
Carroll_Kentucky_UnitedStates,128.57
Carter_Kentucky_UnitedStates,409.5
Casey_Kentucky_UnitedStates,444.23
Christian_Kentucky_UnitedStates,717.5
Clark_Kentucky_UnitedStates,252.46
Clay_Kentucky_UnitedStates,469.25
Clinton_Kentucky_UnitedStates,197.25
Crittenden_Kentucky_UnitedStates,359.95
Cumberland_Kentucky_UnitedStates,305.18
Daviess_Kentucky_UnitedStates,458.35
Edmonson_Kentucky_UnitedStates,302.88
Elliott_Kentucky_UnitedStates,234.32
Estill_Kentucky_UnitedStates,253.08
Fayette_Kentucky_UnitedStates,283.65
Fleming_Kentucky_UnitedStates,348.54
Floyd_Kentucky_UnitedStates,393.35
Franklin_Kentucky_UnitedStates,207.75
Fulton_Kentucky_UnitedStates,205.5
Gallatin_Kentucky_UnitedStates,101.23
Garrard_Kentucky_UnitedStates,230.08
Grant_Kentucky_UnitedStates,257.97
Graves_Kentucky_UnitedStates,551.74
Grayson_Kentucky_UnitedStates,496.7
Green_Kentucky_UnitedStates,286.03
Greenup_Kentucky_UnitedStates,344.4
Hancock_Kentucky_UnitedStates,187.65
Hardin_Kentucky_UnitedStates,623.28
Harlan_Kentucky_UnitedStates,465.83
Harrison_Kentucky_UnitedStates,306.36
Hart_Kentucky_UnitedStates,412.09
Henderson_Kentucky_UnitedStates,436.67
Henry_Kentucky_UnitedStates,286.28
Hickman_Kentucky_UnitedStates,242.27
Hopkins_Kentucky_UnitedStates,542.0
Jackson_Kentucky_UnitedStates,345.2
Jefferson_Kentucky_UnitedStates,380.42
Jessamine_Kentucky_UnitedStates,172.12
Johnson_Kentucky_UnitedStates,261.95
Kenton_Kentucky_UnitedStates,160.25
Knott_Kentucky_UnitedStates,351.52
Knox_Kentucky_UnitedStates,386.3
Larue_Kentucky_UnitedStates,261.52
Laurel_Kentucky_UnitedStates,433.95
Lawrence_Kentucky_UnitedStates,415.6
Lee_Kentucky_UnitedStates,208.86
Leslie_Kentucky_UnitedStates,400.84
Letcher_Kentucky_UnitedStates,337.91
Lewis_Kentucky_UnitedStates,482.84
Lincoln_Kentucky_UnitedStates,334.1
Livingston_Kentucky_UnitedStates,313.13
Logan_Kentucky_UnitedStates,552.13
Lyon_Kentucky_UnitedStates,213.84
McCracken_Kentucky_UnitedStates,248.74
McCreary_Kentucky_UnitedStates,426.8
McLean_Kentucky_UnitedStates,252.47
Madison_Kentucky_UnitedStates,437.29
Magoffin_Kentucky_UnitedStates,308.44
Marion_Kentucky_UnitedStates,343.01
Marshall_Kentucky_UnitedStates,301.25
Martin_Kentucky_UnitedStates,229.61
Mason_Kentucky_UnitedStates,240.13
Meade_Kentucky_UnitedStates,305.42
Menifee_Kentucky_UnitedStates,203.59
Mercer_Kentucky_UnitedStates,248.8
Metcalfe_Kentucky_UnitedStates,289.65
Monroe_Kentucky_UnitedStates,329.37
Montgomery_Kentucky_UnitedStates,197.37
Morgan_Kentucky_UnitedStates,381.13
Muhlenberg_Kentucky_UnitedStates,467.08
Nelson_Kentucky_UnitedStates,417.51
Nicholas_Kentucky_UnitedStates,195.17
Ohio_Kentucky_UnitedStates,587.27
Oldham_Kentucky_UnitedStates,187.22
Owen_Kentucky_UnitedStates,351.1
Owsley_Kentucky_UnitedStates,197.41
Pendleton_Kentucky_UnitedStates,277.16
Perry_Kentucky_UnitedStates,339.67
Pike_Kentucky_UnitedStates,786.83
Powell_Kentucky_UnitedStates,178.98
Pulaski_Kentucky_UnitedStates,658.41
Robertson_Kentucky_UnitedStates,99.91
Rockcastle_Kentucky_UnitedStates,316.55
Rowan_Kentucky_UnitedStates,279.8
Russell_Kentucky_UnitedStates,253.66
Scott_Kentucky_UnitedStates,281.77
Shelby_Kentucky_UnitedStates,379.64
Simpson_Kentucky_UnitedStates,234.2
Spencer_Kentucky_UnitedStates,186.68
Taylor_Kentucky_UnitedStates,266.33
Todd_Kentucky_UnitedStates,374.5
Trigg_Kentucky_UnitedStates,441.43
Trimble_Kentucky_UnitedStates,151.65
Union_Kentucky_UnitedStates,342.85
Warren_Kentucky_UnitedStates,541.6
Washington_Kentucky_UnitedStates,297.27
Wayne_Kentucky_UnitedStates,458.17
Webster_Kentucky_UnitedStates,331.94
Whitley_Kentucky_UnitedStates,437.83
Wolfe_Kentucky_UnitedStates,222.17
Woodford_Kentucky_UnitedStates,188.78
Acadia_Louisiana_UnitedStates,655.12
Allen_Louisiana_UnitedStates,761.85
Ascension_Louisiana_UnitedStates,289.98
Assumption_Louisiana_UnitedStates,338.66
Avoyelles_Louisiana_UnitedStates,832.43
Beauregard_Louisiana_UnitedStates,1157.34
Bienville_Louisiana_UnitedStates,811.27
Bossier_Louisiana_UnitedStates,840.06
Caddo_Louisiana_UnitedStates,878.54
Calcasieu_Louisiana_UnitedStates,1063.66
Caldwell_Louisiana_UnitedStates,529.43
Cameron_Louisiana_UnitedStates,1284.89
Catahoula_Louisiana_UnitedStates,708.03
Claiborne_Louisiana_UnitedStates,754.88
Concordia_Louisiana_UnitedStates,696.92
De Soto_Louisiana_UnitedStates,875.58
East Baton Rouge_Louisiana_UnitedStates,455.37
East Carroll_Louisiana_UnitedStates,420.7
East Feliciana_Louisiana_UnitedStates,453.41
Evangeline_Louisiana_UnitedStates,662.38
Franklin_Louisiana_UnitedStates,624.59
Grant_Louisiana_UnitedStates,643.03
Iberia_Louisiana_UnitedStates,574.11
Iberville_Louisiana_UnitedStates,618.63
Jackson_Louisiana_UnitedStates,569.18
Jefferson_Louisiana_UnitedStates,295.63
Jefferson Davis_Louisiana_UnitedStates,651.33
Lafayette_Louisiana_UnitedStates,268.72
Lafourche_Louisiana_UnitedStates,1068.21
La Salle_Louisiana_UnitedStates,624.68
Lincoln_Louisiana_UnitedStates,471.74
Livingston_Louisiana_UnitedStates,648.17
Madison_Louisiana_UnitedStates,624.44
Morehouse_Louisiana_UnitedStates,794.93
Natchitoches_Louisiana_UnitedStates,1252.25
Orleans_Louisiana_UnitedStates,169.42
Ouachita_Louisiana_UnitedStates,610.41
Plaquemines_Louisiana_UnitedStates,779.91
Pointe Coupee_Louisiana_UnitedStates,557.35
Rapides_Louisiana_UnitedStates,1317.96
Red River_Louisiana_UnitedStates,389.09
Richland_Louisiana_UnitedStates,559.04
Sabine_Louisiana_UnitedStates,866.66
St. Bernard_Louisiana_UnitedStates,377.52
St. Charles_Louisiana_UnitedStates,279.08
St. Helena_Louisiana_UnitedStates,408.4
St. James_Louisiana_UnitedStates,241.54
St. John the Baptist_Louisiana_UnitedStates,213.07
St. Landry_Louisiana_UnitedStates,923.88
St. Martin_Louisiana_UnitedStates,737.65
St. Mary_Louisiana_UnitedStates,555.38
St. Tammany_Louisiana_UnitedStates,845.55
Tangipahoa_Louisiana_UnitedStates,791.28
Tensas_Louisiana_UnitedStates,602.78
Terrebonne_Louisiana_UnitedStates,1231.82
Union_Louisiana_UnitedStates,876.99
Vermilion_Louisiana_UnitedStates,1173.2
Vernon_Louisiana_UnitedStates,1327.91
Washington_Louisiana_UnitedStates,669.53
Webster_Louisiana_UnitedStates,593.03
West Baton Rouge_Louisiana_UnitedStates,192.39
West Carroll_Louisiana_UnitedStates,359.65
West Feliciana_Louisiana_UnitedStates,403.21
Winn_Louisiana_UnitedStates,950.09
Androscoggin_Maine_UnitedStates,467.93
Aroostook_Maine_UnitedStates,6671.33
Cumberland_Maine_UnitedStates,835.24
Franklin_Maine_UnitedStates,1696.61
Hancock_Maine_UnitedStates,1586.89
Kennebec_Maine_UnitedStates,867.52
Knox_Maine_UnitedStates,365.13
Lincoln_Maine_UnitedStates,455.82
Oxford_Maine_UnitedStates,2076.84
Penobscot_Maine_UnitedStates,3397.36
Piscataquis_Maine_UnitedStates,3960.86
Sagadahoc_Maine_UnitedStates,253.7
Somerset_Maine_UnitedStates,3924.4
Waldo_Maine_UnitedStates,729.92
Washington_Maine_UnitedStates,2562.66
York_Maine_UnitedStates,990.71
Allegany_Maryland_UnitedStates,424.16
Anne Arundel_Maryland_UnitedStates,414.9
Baltimore_Maryland_UnitedStates,598.3
Calvert_Maryland_UnitedStates,213.15
Caroline_Maryland_UnitedStates,319.42
Carroll_Maryland_UnitedStates,447.6
Cecil_Maryland_UnitedStates,346.27
Charles_Maryland_UnitedStates,457.75
Dorchester_Maryland_UnitedStates,540.77
Frederick_Maryland_UnitedStates,660.22
Garrett_Maryland_UnitedStates,647.1
Harford_Maryland_UnitedStates,437.09
Howard_Maryland_UnitedStates,250.74
Kent_Maryland_UnitedStates,277.03
Montgomery_Maryland_UnitedStates,491.25
Prince George's_Maryland_UnitedStates,482.69
Queen Anne's_Maryland_UnitedStates,371.91
St. Mary's_Maryland_UnitedStates,357.18
Somerset_Maryland_UnitedStates,319.72
Talbot_Maryland_UnitedStates,268.54
Washington_Maryland_UnitedStates,457.78
Wicomico_Maryland_UnitedStates,374.44
Worcester_Maryland_UnitedStates,468.28
Baltimore city_Maryland_UnitedStates,80.94
Barnstable_Massachusetts_UnitedStates,393.72
Berkshire_Massachusetts_UnitedStates,926.83
Bristol_Massachusetts_UnitedStates,553.1
Dukes_Massachusetts_UnitedStates,103.25
Essex_Massachusetts_UnitedStates,492.56
Franklin_Massachusetts_UnitedStates,699.32
Hampden_Massachusetts_UnitedStates,617.14
Hampshire_Massachusetts_UnitedStates,527.26
Middlesex_Massachusetts_UnitedStates,817.82
Nantucket_Massachusetts_UnitedStates,44.97
Norfolk_Massachusetts_UnitedStates,396.11
Plymouth_Massachusetts_UnitedStates,659.08
Suffolk_Massachusetts_UnitedStates,58.15
Worcester_Massachusetts_UnitedStates,1510.77
Alcona_Michigan_UnitedStates,674.59
Alger_Michigan_UnitedStates,915.07
Allegan_Michigan_UnitedStates,825.23
Alpena_Michigan_UnitedStates,571.86
Antrim_Michigan_UnitedStates,475.7
Arenac_Michigan_UnitedStates,363.19
Baraga_Michigan_UnitedStates,898.26
Barry_Michigan_UnitedStates,553.09
Bay_Michigan_UnitedStates,442.3
Benzie_Michigan_UnitedStates,319.7
Berrien_Michigan_UnitedStates,567.75
Branch_Michigan_UnitedStates,506.37
Calhoun_Michigan_UnitedStates,706.23
Cass_Michigan_UnitedStates,490.06
Charlevoix_Michigan_UnitedStates,416.34
Cheboygan_Michigan_UnitedStates,715.26
Chippewa_Michigan_UnitedStates,1558.42
Clare_Michigan_UnitedStates,564.32
Clinton_Michigan_UnitedStates,566.41
Crawford_Michigan_UnitedStates,556.28
Delta_Michigan_UnitedStates,1171.1
Dickinson_Michigan_UnitedStates,761.4
Eaton_Michigan_UnitedStates,575.18
Emmet_Michigan_UnitedStates,467.49
Genesee_Michigan_UnitedStates,636.98
Gladwin_Michigan_UnitedStates,501.78
Gogebic_Michigan_UnitedStates,1101.85
Grand Traverse_Michigan_UnitedStates,464.33
Gratiot_Michigan_UnitedStates,568.46
Hillsdale_Michigan_UnitedStates,598.13
Houghton_Michigan_UnitedStates,1009.1
Huron_Michigan_UnitedStates,835.71
Ingham_Michigan_UnitedStates,556.12
Ionia_Michigan_UnitedStates,571.3
Iosco_Michigan_UnitedStates,549.1
Iron_Michigan_UnitedStates,1166.15
Isabella_Michigan_UnitedStates,572.68
Jackson_Michigan_UnitedStates,701.67
Kalamazoo_Michigan_UnitedStates,561.66
Kalkaska_Michigan_UnitedStates,559.87
Kent_Michigan_UnitedStates,846.95
Keweenaw_Michigan_UnitedStates,540.11
Lake_Michigan_UnitedStates,567.37
Lapeer_Michigan_UnitedStates,643.01
Leelanau_Michigan_UnitedStates,347.17
Lenawee_Michigan_UnitedStates,749.56
Livingston_Michigan_UnitedStates,565.25
Luce_Michigan_UnitedStates,899.08
Mackinac_Michigan_UnitedStates,1021.57
Macomb_Michigan_UnitedStates,479.22
Manistee_Michigan_UnitedStates,542.15
Marquette_Michigan_UnitedStates,1808.4
Mason_Michigan_UnitedStates,495.07
Mecosta_Michigan_UnitedStates,555.07
Menominee_Michigan_UnitedStates,1044.08
Midland_Michigan_UnitedStates,516.25
Missaukee_Michigan_UnitedStates,564.73
Monroe_Michigan_UnitedStates,549.39
Montcalm_Michigan_UnitedStates,705.4
Montmorency_Michigan_UnitedStates,546.66
Muskegon_Michigan_UnitedStates,499.25
Newaygo_Michigan_UnitedStates,813.2
Oakland_Michigan_UnitedStates,867.66
Oceana_Michigan_UnitedStates,512.07
Ogemaw_Michigan_UnitedStates,563.49
Ontonagon_Michigan_UnitedStates,1311.23
Osceola_Michigan_UnitedStates,566.39
Oscoda_Michigan_UnitedStates,565.73
Otsego_Michigan_UnitedStates,514.97
Ottawa_Michigan_UnitedStates,563.47
Presque Isle_Michigan_UnitedStates,658.72
Roscommon_Michigan_UnitedStates,519.64
Saginaw_Michigan_UnitedStates,800.11
St. Clair_Michigan_UnitedStates,721.17
St. Joseph_Michigan_UnitedStates,500.59
Sanilac_Michigan_UnitedStates,962.57
Schoolcraft_Michigan_UnitedStates,1171.36
