Areaname,Land Area
Shiawassee_Michigan_UnitedStates,530.67
Tuscola_Michigan_UnitedStates,803.13
Van Buren_Michigan_UnitedStates,607.47
Washtenaw_Michigan_UnitedStates,705.97
Wayne_Michigan_UnitedStates,612.08
Wexford_Michigan_UnitedStates,565.0
Aitkin_Minnesota_UnitedStates,1821.66
Anoka_Minnesota_UnitedStates,423.01
Becker_Minnesota_UnitedStates,1315.2
Beltrami_Minnesota_UnitedStates,2504.94
Benton_Minnesota_UnitedStates,408.3
Big Stone_Minnesota_UnitedStates,499.02
Blue Earth_Minnesota_UnitedStates,747.84
Brown_Minnesota_UnitedStates,611.09
Carlton_Minnesota_UnitedStates,861.38
Carver_Minnesota_UnitedStates,354.33
Cass_Minnesota_UnitedStates,2021.54
Chippewa_Minnesota_UnitedStates,581.12
Chisago_Minnesota_UnitedStates,414.86
Clay_Minnesota_UnitedStates,1045.37
Clearwater_Minnesota_UnitedStates,998.94
Cook_Minnesota_UnitedStates,1452.28
Cottonwood_Minnesota_UnitedStates,638.61
Crow Wing_Minnesota_UnitedStates,999.1
Dakota_Minnesota_UnitedStates,562.17
Dodge_Minnesota_UnitedStates,439.28
Douglas_Minnesota_UnitedStates,637.3
Faribault_Minnesota_UnitedStates,712.48
Fillmore_Minnesota_UnitedStates,861.3
Freeborn_Minnesota_UnitedStates,707.09
Goodhue_Minnesota_UnitedStates,756.84
Grant_Minnesota_UnitedStates,548.16
Hennepin_Minnesota_UnitedStates,553.59
Houston_Minnesota_UnitedStates,552.06
Hubbard_Minnesota_UnitedStates,925.68
Isanti_Minnesota_UnitedStates,435.79
Itasca_Minnesota_UnitedStates,2667.72
Jackson_Minnesota_UnitedStates,702.98
Kanabec_Minnesota_UnitedStates,521.59
Kandiyohi_Minnesota_UnitedStates,796.79
Kittson_Minnesota_UnitedStates,1098.8
Koochiching_Minnesota_UnitedStates,3104.07
Lac qui Parle_Minnesota_UnitedStates,765.02
Lake_Minnesota_UnitedStates,2109.29
Lake of the Woods_Minnesota_UnitedStates,1297.87
Le Sueur_Minnesota_UnitedStates,448.76
Lincoln_Minnesota_UnitedStates,536.76
Lyon_Minnesota_UnitedStates,714.56
McLeod_Minnesota_UnitedStates,491.47
Mahnomen_Minnesota_UnitedStates,557.88
Marshall_Minnesota_UnitedStates,1775.07
Martin_Minnesota_UnitedStates,712.35
Meeker_Minnesota_UnitedStates,608.18
Mille Lacs_Minnesota_UnitedStates,572.31
Morrison_Minnesota_UnitedStates,1125.06
Mower_Minnesota_UnitedStates,711.33
Murray_Minnesota_UnitedStates,704.7
Nicollet_Minnesota_UnitedStates,448.49
Nobles_Minnesota_UnitedStates,715.11
Norman_Minnesota_UnitedStates,872.79
Olmsted_Minnesota_UnitedStates,653.35
Otter Tail_Minnesota_UnitedStates,1972.07
Pennington_Minnesota_UnitedStates,616.57
Pine_Minnesota_UnitedStates,1411.29
Pipestone_Minnesota_UnitedStates,465.06
Polk_Minnesota_UnitedStates,1971.13
Pope_Minnesota_UnitedStates,669.71
Ramsey_Minnesota_UnitedStates,152.21
Red Lake_Minnesota_UnitedStates,432.41
Redwood_Minnesota_UnitedStates,878.57
Renville_Minnesota_UnitedStates,982.91
Rice_Minnesota_UnitedStates,495.68
Rock_Minnesota_UnitedStates,482.46
Roseau_Minnesota_UnitedStates,1671.6
St. Louis_Minnesota_UnitedStates,6247.4
Scott_Minnesota_UnitedStates,356.48
Sherburne_Minnesota_UnitedStates,432.92
Sibley_Minnesota_UnitedStates,588.78
Stearns_Minnesota_UnitedStates,1343.13
Steele_Minnesota_UnitedStates,429.65
Stevens_Minnesota_UnitedStates,563.6
Swift_Minnesota_UnitedStates,742.08
Todd_Minnesota_UnitedStates,944.98
Traverse_Minnesota_UnitedStates,573.9
Wabasha_Minnesota_UnitedStates,522.98
Wadena_Minnesota_UnitedStates,536.27
Waseca_Minnesota_UnitedStates,423.36
Washington_Minnesota_UnitedStates,384.28
Watonwan_Minnesota_UnitedStates,434.95
Wilkin_Minnesota_UnitedStates,750.96
Winona_Minnesota_UnitedStates,626.21
Wright_Minnesota_UnitedStates,661.46
Yellow Medicine_Minnesota_UnitedStates,759.1
Adams_Mississippi_UnitedStates,462.41
Alcorn_Mississippi_UnitedStates,400.04
Amite_Mississippi_UnitedStates,730.1
Attala_Mississippi_UnitedStates,734.98
Benton_Mississippi_UnitedStates,406.62
Bolivar_Mississippi_UnitedStates,876.57
Calhoun_Mississippi_UnitedStates,586.57
Carroll_Mississippi_UnitedStates,628.24
Chickasaw_Mississippi_UnitedStates,501.78
Choctaw_Mississippi_UnitedStates,418.18
Claiborne_Mississippi_UnitedStates,487.41
Clarke_Mississippi_UnitedStates,691.55
Clay_Mississippi_UnitedStates,410.08
Coahoma_Mississippi_UnitedStates,552.44
Copiah_Mississippi_UnitedStates,777.24
Covington_Mississippi_UnitedStates,413.79
DeSoto_Mississippi_UnitedStates,476.15
Forrest_Mississippi_UnitedStates,466.31
Franklin_Mississippi_UnitedStates,563.78
George_Mississippi_UnitedStates,478.71
Greene_Mississippi_UnitedStates,712.76
Grenada_Mississippi_UnitedStates,422.11
Hancock_Mississippi_UnitedStates,473.75
Harrison_Mississippi_UnitedStates,573.99
Hinds_Mississippi_UnitedStates,869.74
Holmes_Mississippi_UnitedStates,756.7
Humphreys_Mississippi_UnitedStates,418.49
Issaquena_Mississippi_UnitedStates,413.05
Itawamba_Mississippi_UnitedStates,532.79
Jackson_Mississippi_UnitedStates,722.75
Jasper_Mississippi_UnitedStates,676.24
Jefferson_Mississippi_UnitedStates,519.93
Jefferson Davis_Mississippi_UnitedStates,408.44
Jones_Mississippi_UnitedStates,694.8
Kemper_Mississippi_UnitedStates,766.18
Lafayette_Mississippi_UnitedStates,631.71
Lamar_Mississippi_UnitedStates,497.06
Lauderdale_Mississippi_UnitedStates,703.63
Lawrence_Mississippi_UnitedStates,430.67
Leake_Mississippi_UnitedStates,583.0
Lee_Mississippi_UnitedStates,449.95
Leflore_Mississippi_UnitedStates,592.54
Lincoln_Mississippi_UnitedStates,586.12
Lowndes_Mississippi_UnitedStates,505.51
Madison_Mississippi_UnitedStates,714.51
Marion_Mississippi_UnitedStates,542.38
Marshall_Mississippi_UnitedStates,706.19
Monroe_Mississippi_UnitedStates,765.09
Montgomery_Mississippi_UnitedStates,406.98
Neshoba_Mississippi_UnitedStates,570.14
Newton_Mississippi_UnitedStates,578.1
Noxubee_Mississippi_UnitedStates,695.14
Oktibbeha_Mississippi_UnitedStates,458.2
Panola_Mississippi_UnitedStates,685.14
Pearl River_Mississippi_UnitedStates,810.86
Perry_Mississippi_UnitedStates,647.25
Pike_Mississippi_UnitedStates,409.02
Pontotoc_Mississippi_UnitedStates,497.69
Prentiss_Mississippi_UnitedStates,414.98
Quitman_Mississippi_UnitedStates,405.01
Rankin_Mississippi_UnitedStates,775.49
Scott_Mississippi_UnitedStates,609.19
Sharkey_Mississippi_UnitedStates,431.72
Simpson_Mississippi_UnitedStates,589.16
Smith_Mississippi_UnitedStates,636.25
Stone_Mississippi_UnitedStates,445.49
Sunflower_Mississippi_UnitedStates,697.75
Tallahatchie_Mississippi_UnitedStates,645.29
Tate_Mississippi_UnitedStates,404.76
Tippah_Mississippi_UnitedStates,457.82
Tishomingo_Mississippi_UnitedStates,424.25
Tunica_Mississippi_UnitedStates,454.67
Union_Mississippi_UnitedStates,415.6
Walthall_Mississippi_UnitedStates,403.94
Warren_Mississippi_UnitedStates,588.5
Washington_Mississippi_UnitedStates,724.74
Wayne_Mississippi_UnitedStates,810.75
Webster_Mississippi_UnitedStates,420.94
Wilkinson_Mississippi_UnitedStates,678.11
Winston_Mississippi_UnitedStates,607.25
Yalobusha_Mississippi_UnitedStates,467.13
Yazoo_Mississippi_UnitedStates,922.95
Adair_Missouri_UnitedStates,567.32
Andrew_Missouri_UnitedStates,432.7
Atchison_Missouri_UnitedStates,547.3
Audrain_Missouri_UnitedStates,692.24
Barry_Missouri_UnitedStates,778.25
Barton_Missouri_UnitedStates,591.92
Bates_Missouri_UnitedStates,836.69
Benton_Missouri_UnitedStates,704.06
Bollinger_Missouri_UnitedStates,617.91
Boone_Missouri_UnitedStates,685.41
Buchanan_Missouri_UnitedStates,408.03
Butler_Missouri_UnitedStates,694.67
Caldwell_Missouri_UnitedStates,426.39
Callaway_Missouri_UnitedStates,834.58
Camden_Missouri_UnitedStates,655.92
Cape Girardeau_Missouri_UnitedStates,578.54
Carroll_Missouri_UnitedStates,694.62
Carter_Missouri_UnitedStates,507.36
Cass_Missouri_UnitedStates,696.84
Cedar_Missouri_UnitedStates,474.48
Chariton_Missouri_UnitedStates,751.18
Christian_Missouri_UnitedStates,562.65
Clark_Missouri_UnitedStates,504.69
Clay_Missouri_UnitedStates,397.3
Clinton_Missouri_UnitedStates,418.96
Cole_Missouri_UnitedStates,393.75
Cooper_Missouri_UnitedStates,564.77
Crawford_Missouri_UnitedStates,742.52
Dade_Missouri_UnitedStates,490.01
Dallas_Missouri_UnitedStates,540.77
Daviess_Missouri_UnitedStates,563.24
DeKalb_Missouri_UnitedStates,421.36
Dent_Missouri_UnitedStates,752.79
Douglas_Missouri_UnitedStates,813.63
Dunklin_Missouri_UnitedStates,541.07
Franklin_Missouri_UnitedStates,922.68
Gasconade_Missouri_UnitedStates,517.8
Gentry_Missouri_UnitedStates,491.42
Greene_Missouri_UnitedStates,675.3
Grundy_Missouri_UnitedStates,435.28
Harrison_Missouri_UnitedStates,722.5
Henry_Missouri_UnitedStates,696.95
Hickory_Missouri_UnitedStates,399.09
Holt_Missouri_UnitedStates,462.69
Howard_Missouri_UnitedStates,463.85
Howell_Missouri_UnitedStates,927.25
Iron_Missouri_UnitedStates,550.26
Jackson_Missouri_UnitedStates,604.46
Jasper_Missouri_UnitedStates,638.49
Jefferson_Missouri_UnitedStates,656.63
Johnson_Missouri_UnitedStates,829.28
Knox_Missouri_UnitedStates,504.01
Laclede_Missouri_UnitedStates,764.72
Lafayette_Missouri_UnitedStates,628.43
Lawrence_Missouri_UnitedStates,611.74
Lewis_Missouri_UnitedStates,505.04
Lincoln_Missouri_UnitedStates,626.56
Linn_Missouri_UnitedStates,615.56
Livingston_Missouri_UnitedStates,532.33
McDonald_Missouri_UnitedStates,539.48
Macon_Missouri_UnitedStates,801.23
Madison_Missouri_UnitedStates,494.39
Maries_Missouri_UnitedStates,526.98
Marion_Missouri_UnitedStates,436.92
Mercer_Missouri_UnitedStates,453.84
Miller_Missouri_UnitedStates,592.6
Mississippi_Missouri_UnitedStates,411.58
Moniteau_Missouri_UnitedStates,415.03
Monroe_Missouri_UnitedStates,647.65
Montgomery_Missouri_UnitedStates,536.25
Morgan_Missouri_UnitedStates,597.63
New Madrid_Missouri_UnitedStates,674.84
Newton_Missouri_UnitedStates,624.77
Nodaway_Missouri_UnitedStates,876.96
Oregon_Missouri_UnitedStates,789.8
Osage_Missouri_UnitedStates,604.35
Ozark_Missouri_UnitedStates,744.97
Pemiscot_Missouri_UnitedStates,492.54
Perry_Missouri_UnitedStates,474.35
Pettis_Missouri_UnitedStates,682.22
Phelps_Missouri_UnitedStates,671.78
Pike_Missouri_UnitedStates,670.44
Platte_Missouri_UnitedStates,420.19
Polk_Missouri_UnitedStates,635.52
Pulaski_Missouri_UnitedStates,547.1
Putnam_Missouri_UnitedStates,517.32
Ralls_Missouri_UnitedStates,469.78
Randolph_Missouri_UnitedStates,482.68
Ray_Missouri_UnitedStates,568.81
Reynolds_Missouri_UnitedStates,808.48
Ripley_Missouri_UnitedStates,629.54
St. Charles_Missouri_UnitedStates,560.44
St. Clair_Missouri_UnitedStates,669.98
Ste. Genevieve_Missouri_UnitedStates,499.15
St. Francois_Missouri_UnitedStates,451.89
St. Louis_Missouri_UnitedStates,507.8
Saline_Missouri_UnitedStates,755.5
Schuyler_Missouri_UnitedStates,307.3
Scotland_Missouri_UnitedStates,436.67
Scott_Missouri_UnitedStates,419.99
Shannon_Missouri_UnitedStates,1003.82
Shelby_Missouri_UnitedStates,500.86
Stoddard_Missouri_UnitedStates,823.22
Stone_Missouri_UnitedStates,464.03
Sullivan_Missouri_UnitedStates,647.98
Taney_Missouri_UnitedStates,632.44
Texas_Missouri_UnitedStates,1177.27
Vernon_Missouri_UnitedStates,826.4
Warren_Missouri_UnitedStates,428.6
Washington_Missouri_UnitedStates,759.91
Wayne_Missouri_UnitedStates,759.18
Webster_Missouri_UnitedStates,592.56
Worth_Missouri_UnitedStates,266.61
Wright_Missouri_UnitedStates,681.77
St. Louis city_Missouri_UnitedStates,61.91
Beaverhead_Montana_UnitedStates,5541.62
Big Horn_Montana_UnitedStates,4995.46
Blaine_Montana_UnitedStates,4227.55
Broadwater_Montana_UnitedStates,1192.54
Carbon_Montana_UnitedStates,2048.79
Carter_Montana_UnitedStates,3340.75
Cascade_Montana_UnitedStates,2698.16
Chouteau_Montana_UnitedStates,3972.49
Custer_Montana_UnitedStates,3783.36
Daniels_Montana_UnitedStates,1426.11
Dawson_Montana_UnitedStates,2371.87
Deer Lodge_Montana_UnitedStates,736.53
Fallon_Montana_UnitedStates,1620.77
Fergus_Montana_UnitedStates,4339.8
Flathead_Montana_UnitedStates,5087.66
Gallatin_Montana_UnitedStates,2602.69
Garfield_Montana_UnitedStates,4675.36
Glacier_Montana_UnitedStates,2995.94
Golden Valley_Montana_UnitedStates,1175.34
Granite_Montana_UnitedStates,1727.42
Hill_Montana_UnitedStates,2898.96
Jefferson_Montana_UnitedStates,1656.26
Judith Basin_Montana_UnitedStates,1869.82
Lake_Montana_UnitedStates,1490.15
Lewis and Clark_Montana_UnitedStates,3458.83
Liberty_Montana_UnitedStates,1430.05
Lincoln_Montana_UnitedStates,3612.92
McCone_Montana_UnitedStates,2643.17
Madison_Montana_UnitedStates,3587.48
Meagher_Montana_UnitedStates,2391.91
Mineral_Montana_UnitedStates,1219.44
Missoula_Montana_UnitedStates,2593.42
Musselshell_Montana_UnitedStates,1868.16
Park_Montana_UnitedStates,2803.06
Petroleum_Montana_UnitedStates,1654.87
Phillips_Montana_UnitedStates,5140.04
Pondera_Montana_UnitedStates,1622.86
Powder River_Montana_UnitedStates,3297.3
Powell_Montana_UnitedStates,2326.39
Prairie_Montana_UnitedStates,1736.74
Ravalli_Montana_UnitedStates,2390.82
Richland_Montana_UnitedStates,2084.14
Roosevelt_Montana_UnitedStates,2354.79
Rosebud_Montana_UnitedStates,5010.4
Sanders_Montana_UnitedStates,2760.52
Sheridan_Montana_UnitedStates,1677.08
Silver Bow_Montana_UnitedStates,718.48
Stillwater_Montana_UnitedStates,1795.35
Sweet Grass_Montana_UnitedStates,1855.21
Teton_Montana_UnitedStates,2272.38
Toole_Montana_UnitedStates,1915.65
Treasure_Montana_UnitedStates,977.4
Valley_Montana_UnitedStates,4925.82
Wheatland_Montana_UnitedStates,1423.2
Wibaux_Montana_UnitedStates,889.27
Yellowstone_Montana_UnitedStates,2633.29
Yellowstone National Park_Montana_UnitedStates,0.0
Adams_Nebraska_UnitedStates,563.27
Antelope_Nebraska_UnitedStates,857.22
Arthur_Nebraska_UnitedStates,715.36
Banner_Nebraska_UnitedStates,746.11
Blaine_Nebraska_UnitedStates,710.87
Boone_Nebraska_UnitedStates,686.55
Box Butte_Nebraska_UnitedStates,1075.29
Boyd_Nebraska_UnitedStates,539.94
Brown_Nebraska_UnitedStates,1221.33
Buffalo_Nebraska_UnitedStates,968.11
Burt_Nebraska_UnitedStates,491.58
Butler_Nebraska_UnitedStates,584.91
Cass_Nebraska_UnitedStates,557.45
Cedar_Nebraska_UnitedStates,740.31
Chase_Nebraska_UnitedStates,894.42
Cherry_Nebraska_UnitedStates,5960.42
Cheyenne_Nebraska_UnitedStates,1196.29
Clay_Nebraska_UnitedStates,572.29
Colfax_Nebraska_UnitedStates,411.66
Cuming_Nebraska_UnitedStates,570.62
Custer_Nebraska_UnitedStates,2575.52
Dakota_Nebraska_UnitedStates,264.26
Dawes_Nebraska_UnitedStates,1396.46
Dawson_Nebraska_UnitedStates,1013.1
Deuel_Nebraska_UnitedStates,439.85
Dixon_Nebraska_UnitedStates,476.23
Dodge_Nebraska_UnitedStates,528.71
Douglas_Nebraska_UnitedStates,328.46
Dundy_Nebraska_UnitedStates,919.68
Fillmore_Nebraska_UnitedStates,575.37
Franklin_Nebraska_UnitedStates,575.82
Frontier_Nebraska_UnitedStates,974.59
Furnas_Nebraska_UnitedStates,719.13
Gage_Nebraska_UnitedStates,851.49
Garden_Nebraska_UnitedStates,1704.28
Garfield_Nebraska_UnitedStates,569.79
Gosper_Nebraska_UnitedStates,458.16
Grant_Nebraska_UnitedStates,776.22
Greeley_Nebraska_UnitedStates,569.81
Hall_Nebraska_UnitedStates,546.29
Hamilton_Nebraska_UnitedStates,542.88
Harlan_Nebraska_UnitedStates,553.47
Hayes_Nebraska_UnitedStates,713.06
Hitchcock_Nebraska_UnitedStates,709.94
Holt_Nebraska_UnitedStates,2412.4
Hooker_Nebraska_UnitedStates,721.12
Howard_Nebraska_UnitedStates,569.34
Jefferson_Nebraska_UnitedStates,570.19
Johnson_Nebraska_UnitedStates,376.05
Kearney_Nebraska_UnitedStates,516.24
Keith_Nebraska_UnitedStates,1061.6
Keya Paha_Nebraska_UnitedStates,773.07
Kimball_Nebraska_UnitedStates,951.85
Knox_Nebraska_UnitedStates,1108.35
Lancaster_Nebraska_UnitedStates,837.55
Lincoln_Nebraska_UnitedStates,2564.07
Logan_Nebraska_UnitedStates,570.66
Loup_Nebraska_UnitedStates,568.29
McPherson_Nebraska_UnitedStates,858.98
Madison_Nebraska_UnitedStates,572.74
Merrick_Nebraska_UnitedStates,484.88
Morrill_Nebraska_UnitedStates,1423.84
Nance_Nebraska_UnitedStates,441.63
Nemaha_Nebraska_UnitedStates,407.38
Nuckolls_Nebraska_UnitedStates,575.16
Otoe_Nebraska_UnitedStates,615.63
Pawnee_Nebraska_UnitedStates,431.08
Perkins_Nebraska_UnitedStates,883.34
Phelps_Nebraska_UnitedStates,539.79
Pierce_Nebraska_UnitedStates,573.25
Platte_Nebraska_UnitedStates,674.06
Polk_Nebraska_UnitedStates,438.35
Red Willow_Nebraska_UnitedStates,716.99
Richardson_Nebraska_UnitedStates,551.84
Rock_Nebraska_UnitedStates,1008.32
Saline_Nebraska_UnitedStates,574.02
Sarpy_Nebraska_UnitedStates,238.99
Saunders_Nebraska_UnitedStates,750.23
Scotts Bluff_Nebraska_UnitedStates,739.4
Seward_Nebraska_UnitedStates,571.43
Sheridan_Nebraska_UnitedStates,2440.86
Sherman_Nebraska_UnitedStates,565.83
Sioux_Nebraska_UnitedStates,2066.74
Stanton_Nebraska_UnitedStates,427.95
Thayer_Nebraska_UnitedStates,573.81
Thomas_Nebraska_UnitedStates,713.24
Thurston_Nebraska_UnitedStates,393.58
Valley_Nebraska_UnitedStates,568.05
Washington_Nebraska_UnitedStates,389.96
Wayne_Nebraska_UnitedStates,442.92
Webster_Nebraska_UnitedStates,574.91
Wheeler_Nebraska_UnitedStates,575.18
York_Nebraska_UnitedStates,572.51
Churchill_Nevada_UnitedStates,4930.46
Clark_Nevada_UnitedStates,7891.43
Douglas_Nevada_UnitedStates,709.72
Elko_Nevada_UnitedStates,17169.83
Esmeralda_Nevada_UnitedStates,3581.88
Eureka_Nevada_UnitedStates,4175.68
Humboldt_Nevada_UnitedStates,9640.76
Lander_Nevada_UnitedStates,5490.11
Lincoln_Nevada_UnitedStates,10633.2
Lyon_Nevada_UnitedStates,2001.19
Mineral_Nevada_UnitedStates,3752.84
Nye_Nevada_UnitedStates,18181.92
Pershing_Nevada_UnitedStates,6036.56
Storey_Nevada_UnitedStates,262.92
Washoe_Nevada_UnitedStates,6302.37
White Pine_Nevada_UnitedStates,8875.65
Carson City city_Nevada_UnitedStates,144.66
Belknap_New Hampshire_UnitedStates,400.23
Carroll_New Hampshire_UnitedStates,931.06
Cheshire_New Hampshire_UnitedStates,706.66
Coos_New Hampshire_UnitedStates,1794.69
Grafton_New Hampshire_UnitedStates,1708.75
Hillsborough_New Hampshire_UnitedStates,876.14
Merrimack_New Hampshire_UnitedStates,934.12
Rockingham_New Hampshire_UnitedStates,694.72
Strafford_New Hampshire_UnitedStates,368.98
Sullivan_New Hampshire_UnitedStates,537.31
Atlantic_New Jersey_UnitedStates,555.7
Bergen_New Jersey_UnitedStates,233.01
Burlington_New Jersey_UnitedStates,798.58
Camden_New Jersey_UnitedStates,221.26
Cape May_New Jersey_UnitedStates,251.43
Cumberland_New Jersey_UnitedStates,483.7
Essex_New Jersey_UnitedStates,126.21
Gloucester_New Jersey_UnitedStates,322.01
Hudson_New Jersey_UnitedStates,46.19
Hunterdon_New Jersey_UnitedStates,427.82
Mercer_New Jersey_UnitedStates,224.56
Middlesex_New Jersey_UnitedStates,308.91
Monmouth_New Jersey_UnitedStates,468.79
Morris_New Jersey_UnitedStates,460.18
Ocean_New Jersey_UnitedStates,628.78
Passaic_New Jersey_UnitedStates,184.59
Salem_New Jersey_UnitedStates,331.9
Somerset_New Jersey_UnitedStates,301.81
Sussex_New Jersey_UnitedStates,519.01
Union_New Jersey_UnitedStates,102.86
Warren_New Jersey_UnitedStates,356.92
Bernalillo_New Mexico_UnitedStates,1160.83
Catron_New Mexico_UnitedStates,6923.69
Chaves_New Mexico_UnitedStates,6065.28
Cibola_New Mexico_UnitedStates,4539.48
Colfax_New Mexico_UnitedStates,3758.06
Curry_New Mexico_UnitedStates,1404.8
De Baca_New Mexico_UnitedStates,2322.62
Dona Ana_New Mexico_UnitedStates,3807.51
Eddy_New Mexico_UnitedStates,4175.73
Grant_New Mexico_UnitedStates,3961.63
Guadalupe_New Mexico_UnitedStates,3030.48
Harding_New Mexico_UnitedStates,2125.44
Hidalgo_New Mexico_UnitedStates,3436.86
Lea_New Mexico_UnitedStates,4390.93
Lincoln_New Mexico_UnitedStates,4831.09
Los Alamos_New Mexico_UnitedStates,109.17
Luna_New Mexico_UnitedStates,2965.19
McKinley_New Mexico_UnitedStates,5449.81
Mora_New Mexico_UnitedStates,1931.27
Otero_New Mexico_UnitedStates,6613.21
Quay_New Mexico_UnitedStates,2874.35
Rio Arriba_New Mexico_UnitedStates,5860.84
Roosevelt_New Mexico_UnitedStates,2447.43
Sandoval_New Mexico_UnitedStates,3710.65
San Juan_New Mexico_UnitedStates,5513.07
San Miguel_New Mexico_UnitedStates,4715.82
Santa Fe_New Mexico_UnitedStates,1909.41
Sierra_New Mexico_UnitedStates,4178.96
Socorro_New Mexico_UnitedStates,6646.68
Taos_New Mexico_UnitedStates,2203.11
Torrance_New Mexico_UnitedStates,3344.85
Union_New Mexico_UnitedStates,3823.74
Valencia_New Mexico_UnitedStates,1066.18
Albany_New York_UnitedStates,522.8
Allegany_New York_UnitedStates,1029.31
Bronx_New York_UnitedStates,42.1
Broome_New York_UnitedStates,705.77
Cattaraugus_New York_UnitedStates,1308.35
Cayuga_New York_UnitedStates,691.58
Chautauqua_New York_UnitedStates,1060.23
Chemung_New York_UnitedStates,407.35
Chenango_New York_UnitedStates,893.55
Clinton_New York_UnitedStates,1037.85
Columbia_New York_UnitedStates,634.71
Cortland_New York_UnitedStates,498.76
Delaware_New York_UnitedStates,1442.44
Dutchess_New York_UnitedStates,795.63
Erie_New York_UnitedStates,1042.69
Essex_New York_UnitedStates,1794.23
Franklin_New York_UnitedStates,1629.12
Fulton_New York_UnitedStates,495.47
Genesee_New York_UnitedStates,492.94
Greene_New York_UnitedStates,647.16
Hamilton_New York_UnitedStates,1717.37
Herkimer_New York_UnitedStates,1411.47
Jefferson_New York_UnitedStates,1268.59
Kings_New York_UnitedStates,70.82
Lewis_New York_UnitedStates,1274.68
Livingston_New York_UnitedStates,631.76
Madison_New York_UnitedStates,654.84
Monroe_New York_UnitedStates,657.21
Montgomery_New York_UnitedStates,403.04
Nassau_New York_UnitedStates,284.72
New York_New York_UnitedStates,22.83
Niagara_New York_UnitedStates,522.36
Oneida_New York_UnitedStates,1212.43
Onondaga_New York_UnitedStates,778.39
Ontario_New York_UnitedStates,644.07
Orange_New York_UnitedStates,811.69
Orleans_New York_UnitedStates,391.26
Oswego_New York_UnitedStates,951.65
Otsego_New York_UnitedStates,1001.7
Putnam_New York_UnitedStates,230.31
Queens_New York_UnitedStates,108.53
Rensselaer_New York_UnitedStates,652.43
Richmond_New York_UnitedStates,58.37
Rockland_New York_UnitedStates,173.55
St. Lawrence_New York_UnitedStates,2680.38
Saratoga_New York_UnitedStates,809.98
Schenectady_New York_UnitedStates,204.52
Schoharie_New York_UnitedStates,621.82
Schuyler_New York_UnitedStates,328.33
Seneca_New York_UnitedStates,323.71
Steuben_New York_UnitedStates,1390.56
Suffolk_New York_UnitedStates,912.05
Sullivan_New York_UnitedStates,968.13
Tioga_New York_UnitedStates,518.6
Tompkins_New York_UnitedStates,474.65
Ulster_New York_UnitedStates,1124.24
Warren_New York_UnitedStates,866.95
Washington_New York_UnitedStates,831.18
Wayne_New York_UnitedStates,603.83
Westchester_New York_UnitedStates,430.5
Wyoming_New York_UnitedStates,592.75
Yates_New York_UnitedStates,338.14
Alamance_North Carolina_UnitedStates,423.94
Alexander_North Carolina_UnitedStates,259.99
Alleghany_North Carolina_UnitedStates,235.06
Anson_North Carolina_UnitedStates,531.45
Ashe_North Carolina_UnitedStates,426.14
Avery_North Carolina_UnitedStates,247.09
Beaufort_North Carolina_UnitedStates,827.19
Bertie_North Carolina_UnitedStates,699.27
Bladen_North Carolina_UnitedStates,874.33
Brunswick_North Carolina_UnitedStates,846.97
Buncombe_North Carolina_UnitedStates,656.67
Burke_North Carolina_UnitedStates,507.1
Cabarrus_North Carolina_UnitedStates,361.75
Caldwell_North Carolina_UnitedStates,471.57
Camden_North Carolina_UnitedStates,240.56
Carteret_North Carolina_UnitedStates,506.25
Caswell_North Carolina_UnitedStates,424.92
Catawba_North Carolina_UnitedStates,398.72
Chatham_North Carolina_UnitedStates,682.19
Cherokee_North Carolina_UnitedStates,455.43
Chowan_North Carolina_UnitedStates,172.47
Clay_North Carolina_UnitedStates,214.75
Cleveland_North Carolina_UnitedStates,464.25
Columbus_North Carolina_UnitedStates,937.29
Craven_North Carolina_UnitedStates,708.96
Cumberland_North Carolina_UnitedStates,652.32
Currituck_North Carolina_UnitedStates,261.85
Dare_North Carolina_UnitedStates,383.42
Davidson_North Carolina_UnitedStates,552.68
Davie_North Carolina_UnitedStates,264.11
Duplin_North Carolina_UnitedStates,816.22
Durham_North Carolina_UnitedStates,285.98
Edgecombe_North Carolina_UnitedStates,505.34
Forsyth_North Carolina_UnitedStates,408.15
Franklin_North Carolina_UnitedStates,491.68
Gaston_North Carolina_UnitedStates,356.03
Gates_North Carolina_UnitedStates,340.45
Graham_North Carolina_UnitedStates,292.08
Granville_North Carolina_UnitedStates,531.57
Greene_North Carolina_UnitedStates,265.93
Guilford_North Carolina_UnitedStates,645.7
Halifax_North Carolina_UnitedStates,724.09
Harnett_North Carolina_UnitedStates,594.99
Haywood_North Carolina_UnitedStates,553.69
Henderson_North Carolina_UnitedStates,373.07
Hertford_North Carolina_UnitedStates,353.06
Hoke_North Carolina_UnitedStates,390.74
Hyde_North Carolina_UnitedStates,612.7
Iredell_North Carolina_UnitedStates,573.83
Jackson_North Carolina_UnitedStates,490.76
Johnston_North Carolina_UnitedStates,791.3
Jones_North Carolina_UnitedStates,470.71
Lee_North Carolina_UnitedStates,254.96
Lenoir_North Carolina_UnitedStates,400.59
Lincoln_North Carolina_UnitedStates,297.94
McDowell_North Carolina_UnitedStates,440.61
Macon_North Carolina_UnitedStates,515.56
Madison_North Carolina_UnitedStates,449.57
Martin_North Carolina_UnitedStates,461.22
Mecklenburg_North Carolina_UnitedStates,523.84
Mitchell_North Carolina_UnitedStates,221.43
