2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2940,60,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2939,61,0
2938,62,0
2938,62,0
2938,62,0
2938,62,0
2938,62,0
2938,62,0
2938,62,0
2938,62,0
2938,62,0
2938,62,0
2935,65,0
2935,65,0
2935,65,0
2935,65,0
2935,65,0
2935,65,0
2935,65,0
2935,65,0
2935,65,0
2935,65,0
2934,66,0
2934,66,0
2934,66,0
2934,66,0
2934,66,0
2934,66,0
2934,66,0
2934,66,0
2934,66,0
2934,66,0
2930,70,0
2930,70,0
2930,70,0
2930,70,0
2930,70,0
2930,70,0
2930,70,0
2930,70,0
2930,70,0
2930,70,0
2929,71,0
2929,71,0
2929,71,0
2929,71,0
2929,71,0
2929,71,0
2929,71,0
2929,71,0
2929,71,0
2929,71,0
2927,73,0
2927,73,0
2927,73,0
2927,73,0
2927,73,0
2927,73,0
2927,73,0
2927,73,0
2927,73,0
2927,73,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2926,74,0
2922,78,0
2922,78,0
2922,78,0
2922,78,0
2922,78,0
2922,78,0
2922,78,0
2922,78,0
2922,78,0
2922,78,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2920,80,0
2919,81,0
2919,81,0
2919,81,0
2919,81,0
2919,81,0
2919,81,0
2919,81,0
2919,81,0
2919,81,0
2919,81,0
2912,88,0
2912,88,0
2912,88,0
2912,88,0
2912,88,0
2912,88,0
2912,88,0
2912,88,0
2912,88,0
2912,88,0
2907,93,0
2907,93,0
2907,93,0
2907,93,0
2907,93,0
2907,93,0
2907,93,0
2907,93,0
2907,93,0
2907,93,0
2904,96,0
2904,96,0
2904,96,0
2904,96,0
2904,96,0
2904,96,0
2904,96,0
2904,96,0
2904,96,0
2904,96,0
2902,98,0
2902,98,0
2902,98,0
2902,98,0
2902,98,0
2902,98,0
2902,98,0
2902,98,0
2902,98,0
2902,98,0
2900,100,0
2900,100,0
2900,100,0
2900,100,0
2900,100,0
2900,100,0
2900,100,0
2900,100,0
2900,100,0
2900,100,0
2898,102,0
2898,102,0
2898,102,0
2898,102,0
2898,102,0
2898,102,0
2898,102,0
2898,102,0
2898,102,0
2898,102,0
2895,105,0
2895,105,0
2895,105,0
2895,105,0
2895,105,0
2895,105,0
2895,105,0
2895,105,0
2895,105,0
2895,105,0
2893,107,0
2893,107,0
2893,107,0
2893,107,0
2893,107,0
2893,107,0
2893,107,0
2893,107,0
2893,107,0
2893,107,0
2889,111,0
2889,111,0
2889,111,0
2889,111,0
2889,111,0
2889,111,0
2889,111,0
2889,111,0
2889,111,0
2889,111,0
2888,112,0
2888,112,0
2888,112,0
2888,112,0
2888,112,0
2888,112,0
2888,112,0
2888,112,0
2888,112,0
2888,112,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2884,116,0
2880,120,0
2880,120,0
2880,120,0
2880,120,0
2880,120,0
2880,120,0
2880,120,0
2880,120,0
2880,120,0
2880,120,0
2875,125,0
2875,125,0
2875,125,0
2875,125,0
2875,125,0
2875,125,0
2875,125,0
2875,125,0
2875,125,0
2875,125,0
2873,127,0
2873,127,0
2873,127,0
2873,127,0
2873,127,0
2873,127,0
2873,127,0
2873,127,0
2873,127,0
2873,127,0
2867,133,0
2867,133,0
2867,133,0
2867,133,0
2867,133,0
2867,133,0
2867,133,0
2867,133,0
2867,133,0
2867,133,0
2863,137,0
2863,137,0
2863,137,0
2863,137,0
2863,137,0
2863,137,0
